Location,ZipCode,Center
"37.7758865412,-122.448858644",94117,"(37.770937, -122.44276)"
"37.7615152325,-122.403299236",94107,"(37.766529, -122.39577)"
"37.7439211878,-122.476759778",94116,"(37.743381, -122.48578)"
"37.7807945281,-122.472047918",94118,"(37.782029, -122.46158)"
"37.787148808,-122.409876623",94108,"(37.792678, -122.40793)"
"37.753615986,-122.450707335",94143,"(37.76313, -122.458582)"
"37.729446933,-122.436631556",94112,"(37.720931, -122.44241)"
"37.7760351124,-122.427799357",94102,"(37.779329, -122.41915)"
"37.7102879104,-122.421653054",94134,"(37.719581, -122.41085)"
"37.7804307324,-122.506190609",94121,"(37.778729, -122.49265)"
"37.7741546289,-122.416790997",94103,"(37.772329, -122.41087)"
"37.7968030422,-122.415196324",94133,"(37.801878, -122.41018)"
"37.7338086714,-122.449215379",94127,"(37.734964, -122.4597)"
"37.8023282863,-122.408915126",94133,"(37.801878, -122.41018)"
"37.7415810371,-122.415073642",94110,"(37.74873, -122.41545)"
"37.7489675771,-122.418441886",94110,"(37.74873, -122.41545)"
"37.7900790529,-122.403822206",94104,"(37.791728, -122.4019)"
"37.7893338165,-122.397039347",94105,"(37.789228, -122.3957)"
"37.7468796224,-122.399112963",94110,"(37.74873, -122.41545)"
"37.7692324994,-122.508277283",94121,"(37.778729, -122.49265)"
"37.7787694702,-122.492093176",94121,"(37.778729, -122.49265)"
"37.8084199173,-122.414166515",94133,"(37.801878, -122.41018)"
"37.7439245641,-122.460248566",94127,"(37.734964, -122.4597)"
"37.7245205424,-122.425725249",94134,"(37.719581, -122.41085)"
"37.7448818714,-122.433468687",94131,"(37.741797, -122.4378)"
"37.7865796531,-122.49311487",94121,"(37.778729, -122.49265)"
"37.7818959489,-122.428223303",94102,"(37.779329, -122.41915)"
"37.7869900308,-122.430007139",94115,"(37.786129, -122.43736)"
"37.746007215,-122.434169264",94131,"(37.741797, -122.4378)"
"37.7590383568,-122.430301756",94114,"(37.758434, -122.43512)"
"37.7216682694,-122.466278142",94132,"(37.724231, -122.47958)"
"37.7319342368,-122.451080962",94127,"(37.734964, -122.4597)"
"37.7460692961,-122.470497744",94116,"(37.743381, -122.48578)"
"37.7281749549,-122.398689878",94124,"(37.732797, -122.39348)"
"37.728049303,-122.422347476",94134,"(37.719581, -122.41085)"
"37.7505006388,-122.427247071",94110,"(37.74873, -122.41545)"
"37.7325062045,-122.481446792",94132,"(37.724231, -122.47958)"
"37.7197436586,-122.464918229",94132,"(37.724231, -122.47958)"
"37.8024287297,-122.40811797",94133,"(37.801878, -122.41018)"
"37.7743521344,-122.407768798",94103,"(37.772329, -122.41087)"
"37.7807703983,-122.433812332",94115,"(37.786129, -122.43736)"
"37.7987927263,-122.414241266",94133,"(37.801878, -122.41018)"
"37.78156683,-122.408052538",94102,"(37.779329, -122.41915)"
"37.7993555258,-122.398859365",94111,"(37.798228, -122.40027)"
"37.748170268,-122.486791902",94116,"(37.743381, -122.48578)"
"37.7800967699,-122.396308494",94105,"(37.789228, -122.3957)"
"37.7301672372,-122.398970346",94124,"(37.732797, -122.39348)"
"37.7672253408,-122.406206824",94103,"(37.772329, -122.41087)"
"37.7830651951,-122.43075152",94115,"(37.786129, -122.43736)"
"37.7272726117,-122.414943881",94134,"(37.719581, -122.41085)"
"37.7350930855,-122.448821606",94127,"(37.734964, -122.4597)"
"37.715222238,-122.440370314",94112,"(37.720931, -122.44241)"
"37.7820044139,-122.428245242",94102,"(37.779329, -122.41915)"
"37.7800393579,-122.464141683",94118,"(37.782029, -122.46158)"
"37.7966438644,-122.416021056",94109,"(37.792778, -122.42188)"
"37.7725038688,-122.422622495",94102,"(37.779329, -122.41915)"
"37.7973964914,-122.402452697",94111,"(37.798228, -122.40027)"
"37.7763827691,-122.442337103",94117,"(37.770937, -122.44276)"
"37.7625450355,-122.461402731",94143,"(37.76313, -122.458582)"
"37.7619612113,-122.468859421",94143,"(37.76313, -122.458582)"
"37.7846160532,-122.444834692",94115,"(37.786129, -122.43736)"
"37.7122982509,-122.473064099",94132,"(37.724231, -122.47958)"
"37.7693338883,-122.436063404",94117,"(37.770937, -122.44276)"
"37.7836278721,-122.42081471",94102,"(37.779329, -122.41915)"
"37.7775971907,-122.495851234",94121,"(37.778729, -122.49265)"
"37.7924533155,-122.406358351",94108,"(37.792678, -122.40793)"
"37.7126165766,-122.413676487",94134,"(37.719581, -122.41085)"
"37.751227697,-122.409451297",94110,"(37.74873, -122.41545)"
"37.7309067502,-122.430438664",94131,"(37.741797, -122.4378)"
"37.7395981186,-122.427901728",94131,"(37.741797, -122.4378)"
"37.7232222391,-122.395265489",94124,"(37.732797, -122.39348)"
"37.7339736753,-122.468672333",94127,"(37.734964, -122.4597)"
"37.7694563363,-122.40784932",94103,"(37.772329, -122.41087)"
"37.7889233553,-122.420422401",94109,"(37.792778, -122.42188)"
"37.7732631191,-122.451825557",94117,"(37.770937, -122.44276)"
"37.7738247856,-122.476829664",94121,"(37.778729, -122.49265)"
"37.7270053196,-122.403408669",94134,"(37.719581, -122.41085)"
"37.7299700675,-122.441338144",94112,"(37.720931, -122.44241)"
"37.7588499019,-122.442578003",94114,"(37.758434, -122.43512)"
"37.7132947499,-122.440809136",94112,"(37.720931, -122.44241)"
"37.7261129507,-122.423926619",94134,"(37.719581, -122.41085)"
"37.7427505391,-122.451892553",94127,"(37.734964, -122.4597)"
"37.7109009556,-122.412613135",94134,"(37.719581, -122.41085)"
"37.7665987781,-122.421057855",94103,"(37.772329, -122.41087)"
"37.790001788,-122.455890234",94118,"(37.782029, -122.46158)"
"37.7854348824,-122.471115864",94118,"(37.782029, -122.46158)"
"37.7683535088,-122.485411224",94122,"(37.75838, -122.48478)"
"37.7718662282,-122.500806868",94121,"(37.778729, -122.49265)"
"37.7806799489,-122.471775663",94118,"(37.782029, -122.46158)"
"37.7588741266,-122.414139646",94110,"(37.74873, -122.41545)"
"37.7812881255,-122.420337977",94102,"(37.779329, -122.41915)"
"37.7433053819,-122.407497473",94110,"(37.74873, -122.41545)"
"37.7141426406,-122.445613559",94112,"(37.720931, -122.44241)"
"37.7788942421,-122.409422032",94103,"(37.772329, -122.41087)"
"37.7102081225,-122.454547334",94112,"(37.720931, -122.44241)"
"37.76721959,-122.446795587",94117,"(37.770937, -122.44276)"
"37.7972432334,-122.397141037",94111,"(37.798228, -122.40027)"
"37.748879251,-122.420834947",94110,"(37.74873, -122.41545)"
"37.7617484576,-122.434051955",94114,"(37.758434, -122.43512)"
"37.7168870605,-122.401414095",94134,"(37.719581, -122.41085)"
"37.7886192271,-122.443123396",94115,"(37.786129, -122.43736)"
"37.7451579493,-122.470365998",94116,"(37.743381, -122.48578)"
"37.7336443902,-122.45906178",94127,"(37.734964, -122.4597)"
"37.7467721021,-122.435808785",94131,"(37.741797, -122.4378)"
"37.8035408566,-122.414878528",94133,"(37.801878, -122.41018)"
"37.7389917331,-122.482931785",94116,"(37.743381, -122.48578)"
"37.7809060777,-122.413401299",94102,"(37.779329, -122.41915)"
"37.7141714393,-122.442281646",94112,"(37.720931, -122.44241)"
"37.7967108938,-122.411873518",94108,"(37.792678, -122.40793)"
"37.7593276845,-122.487051974",94122,"(37.75838, -122.48478)"
"37.757540296,-122.410527061",94110,"(37.74873, -122.41545)"
"37.7544976918,-122.491469682",94122,"(37.75838, -122.48478)"
"37.7434973506,-122.486401754",94116,"(37.743381, -122.48578)"
"37.794033348,-122.433114765",94123,"(37.801028, -122.43836)"
"37.7288241965,-122.422668412",94134,"(37.719581, -122.41085)"
"37.7739204425,-122.431673447",94117,"(37.770937, -122.44276)"
"37.7712286762,-122.452242657",94117,"(37.770937, -122.44276)"
"37.7384696165,-122.473156496",94116,"(37.743381, -122.48578)"
"37.8050308727,-122.42198123",94133,"(37.801878, -122.41018)"
"37.7985755829,-122.409233779",94133,"(37.801878, -122.41018)"
"37.7474929133,-122.503420248",94116,"(37.743381, -122.48578)"
"37.7466535925,-122.477565585",94116,"(37.743381, -122.48578)"
"37.750657894,-122.465459894",94143,"(37.76313, -122.458582)"
"37.7697367127,-122.408866413",94103,"(37.772329, -122.41087)"
"37.7397309058,-122.426620655",94131,"(37.741797, -122.4378)"
"37.7444319342,-122.409528395",94110,"(37.74873, -122.41545)"
"37.7918981439,-122.402573952",94104,"(37.791728, -122.4019)"
"37.7243994948,-122.483317354",94132,"(37.724231, -122.47958)"
"37.7926022173,-122.400963233",94104,"(37.791728, -122.4019)"
"37.7157715048,-122.450634805",94112,"(37.720931, -122.44241)"
"37.7834868484,-122.459089293",94118,"(37.782029, -122.46158)"
"37.7928466086,-122.402366497",94104,"(37.791728, -122.4019)"
"37.7694948516,-122.443462926",94117,"(37.770937, -122.44276)"
"37.7701139317,-122.438163651",94117,"(37.770937, -122.44276)"
"37.781380088,-122.456295846",94118,"(37.782029, -122.46158)"
"37.7400173958,-122.421710393",94110,"(37.74873, -122.41545)"
"37.7106219642,-122.44885767",94112,"(37.720931, -122.44241)"
"37.747033602,-122.424689413",94110,"(37.74873, -122.41545)"
"37.7576861003,-122.428078855",94114,"(37.758434, -122.43512)"
"37.7580872944,-122.443399394",94114,"(37.758434, -122.43512)"
"37.7510967682,-122.423838639",94110,"(37.74873, -122.41545)"
"37.7496175434,-122.387588502",94124,"(37.732797, -122.39348)"
"37.7642254591,-122.410850984",94103,"(37.772329, -122.41087)"
"37.739135936,-122.461347853",94127,"(37.734964, -122.4597)"
"37.7642870544,-122.459357782",94143,"(37.76313, -122.458582)"
"37.7965027675,-122.443925791",94123,"(37.801028, -122.43836)"
"37.7527548183,-122.467644043",94143,"(37.76313, -122.458582)"
"37.7482033912,-122.487343807",94116,"(37.743381, -122.48578)"
"37.7158366469,-122.408310606",94134,"(37.719581, -122.41085)"
"37.7371895777,-122.502217508",94116,"(37.743381, -122.48578)"
"37.7946912938,-122.410077548",94108,"(37.792678, -122.40793)"
"37.747817358,-122.494836107",94116,"(37.743381, -122.48578)"
"37.7771133258,-122.444170439",94117,"(37.770937, -122.44276)"
"37.7187040844,-122.403700509",94134,"(37.719581, -122.41085)"
"37.7446809495,-122.462604443",94127,"(37.734964, -122.4597)"
"37.78817973,-122.412111413",94108,"(37.792678, -122.40793)"
"37.7339602897,-122.459200408",94127,"(37.734964, -122.4597)"
"37.7172534006,-122.445488778",94112,"(37.720931, -122.44241)"
"37.7755013001,-122.48110948",94121,"(37.778729, -122.49265)"
"37.7436798167,-122.482253971",94116,"(37.743381, -122.48578)"
"37.7190263502,-122.420609046",94134,"(37.719581, -122.41085)"
"37.7627651977,-122.429633638",94114,"(37.758434, -122.43512)"
"37.7523804321,-122.442523967",94114,"(37.758434, -122.43512)"
"37.796778229,-122.413576212",94133,"(37.801878, -122.41018)"
"37.7577937477,-122.479416231",94122,"(37.75838, -122.48478)"
"37.7326974753,-122.425679937",94131,"(37.741797, -122.4378)"
"37.7926168964,-122.405046991",94108,"(37.792678, -122.40793)"
"37.7874391353,-122.430170529",94115,"(37.786129, -122.43736)"
"37.7180823394,-122.4477532",94112,"(37.720931, -122.44241)"
"37.7515707004,-122.472997557",94122,"(37.75838, -122.48478)"
"37.8069201392,-122.40717016",94133,"(37.801878, -122.41018)"
"37.7452290093,-122.456974623",94127,"(37.734964, -122.4597)"
"37.7347080503,-122.412116997",94110,"(37.74873, -122.41545)"
"37.7976499691,-122.412062361",94133,"(37.801878, -122.41018)"
"37.7845455355,-122.422840795",94102,"(37.779329, -122.41915)"
"37.7552302652,-122.395797113",94107,"(37.766529, -122.39577)"
"37.7358008614,-122.397577621",94124,"(37.732797, -122.39348)"
"37.7756905927,-122.453892002",94118,"(37.782029, -122.46158)"
"37.7614706791,-122.436107579",94114,"(37.758434, -122.43512)"
"37.7363435489,-122.453680176",94127,"(37.734964, -122.4597)"
"37.7619387454,-122.471537718",94143,"(37.76313, -122.458582)"
"37.7621550651,-122.453483749",94143,"(37.76313, -122.458582)"
"37.7517207203,-122.399492268",94110,"(37.74873, -122.41545)"
"37.77873884,-122.445679884",94117,"(37.770937, -122.44276)"
"37.7139249972,-122.437618506",94112,"(37.720931, -122.44241)"
"37.734480684,-122.403148877",94124,"(37.732797, -122.39348)"
"37.7269249745,-122.430964511",94112,"(37.720931, -122.44241)"
"37.8060266608,-122.410313789",94133,"(37.801878, -122.41018)"
"37.7640691773,-122.45578113",94143,"(37.76313, -122.458582)"
"37.7397546158,-122.427141046",94131,"(37.741797, -122.4378)"
"37.801816242,-122.405171074",94133,"(37.801878, -122.41018)"
"37.7267944152,-122.395003041",94124,"(37.732797, -122.39348)"
"37.7102061712,-122.469838303",94132,"(37.724231, -122.47958)"
"37.7333917969,-122.429423919",94131,"(37.741797, -122.4378)"
"37.745653535,-122.466886637",94127,"(37.734964, -122.4597)"
"37.7120781057,-122.396940165",94134,"(37.719581, -122.41085)"
"37.7599465465,-122.437044118",94114,"(37.758434, -122.43512)"
"37.7542848817,-122.424280506",94110,"(37.74873, -122.41545)"
"37.7942457594,-122.404685158",94108,"(37.792678, -122.40793)"
"37.731432507,-122.419575601",94134,"(37.719581, -122.41085)"
"37.7411498776,-122.466455784",94127,"(37.734964, -122.4597)"
"37.7170429434,-122.46436122",94132,"(37.724231, -122.47958)"
"37.7086135295,-122.469836924",94132,"(37.724231, -122.47958)"
"37.7980205896,-122.435679786",94123,"(37.801028, -122.43836)"
"37.7859619989,-122.496761041",94121,"(37.778729, -122.49265)"
"37.7419504239,-122.38655575",94124,"(37.732797, -122.39348)"
"37.7889824799,-122.392250042",94105,"(37.789228, -122.3957)"
"37.7779892468,-122.487277531",94121,"(37.778729, -122.49265)"
"37.7778157445,-122.423168379",94102,"(37.779329, -122.41915)"
"37.7576809933,-122.483160762",94122,"(37.75838, -122.48478)"
"37.7532912232,-122.414089364",94110,"(37.74873, -122.41545)"
"37.7148189169,-122.407583029",94134,"(37.719581, -122.41085)"
"37.8041461526,-122.425110613",94123,"(37.801028, -122.43836)"
"37.7875949239,-122.444604466",94115,"(37.786129, -122.43736)"
"37.7636866701,-122.475533869",94122,"(37.75838, -122.48478)"
"37.7392408034,-122.498061424",94116,"(37.743381, -122.48578)"
"37.7240814171,-122.474247765",94132,"(37.724231, -122.47958)"
"37.7576585125,-122.504589458",94122,"(37.75838, -122.48478)"
"37.7401155209,-122.434330502",94131,"(37.741797, -122.4378)"
"37.7779958767,-122.467355013",94118,"(37.782029, -122.46158)"
"37.7936377697,-122.4116588",94108,"(37.792678, -122.40793)"
"37.7764111994,-122.427115347",94102,"(37.779329, -122.41915)"
"37.773255828,-122.469093835",94118,"(37.782029, -122.46158)"
"37.7121844706,-122.401323632",94134,"(37.719581, -122.41085)"
"37.7313118275,-122.431604222",94131,"(37.741797, -122.4378)"
"37.7727053013,-122.501324836",94121,"(37.778729, -122.49265)"
"37.7848507587,-122.465632059",94118,"(37.782029, -122.46158)"
"37.7241674027,-122.414266842",94134,"(37.719581, -122.41085)"
"37.7778500561,-122.470568085",94118,"(37.782029, -122.46158)"
"37.7647537713,-122.425505078",94114,"(37.758434, -122.43512)"
"37.7829271007,-122.422442531",94102,"(37.779329, -122.41915)"
"37.7570133987,-122.418351238",94110,"(37.74873, -122.41545)"
"37.7134655075,-122.408167772",94134,"(37.719581, -122.41085)"
"37.7987607167,-122.42234002",94109,"(37.792778, -122.42188)"
"37.7260405311,-122.428909215",94112,"(37.720931, -122.44241)"
"37.7796660426,-122.413711221",94102,"(37.779329, -122.41915)"
"37.7679387012,-122.400989023",94107,"(37.766529, -122.39577)"
"37.7671157973,-122.406196444",94103,"(37.772329, -122.41087)"
"37.7409345125,-122.414427995",94110,"(37.74873, -122.41545)"
"37.8016118098,-122.407465287",94133,"(37.801878, -122.41018)"
"37.7371315116,-122.406674805",94124,"(37.732797, -122.39348)"
"37.7856554701,-122.489502073",94121,"(37.778729, -122.49265)"
"37.7849953786,-122.43818316",94115,"(37.786129, -122.43736)"
"37.71410983,-122.402419911",94134,"(37.719581, -122.41085)"
"37.7353747087,-122.481966197",94116,"(37.743381, -122.48578)"
"37.7989028735,-122.444553697",94123,"(37.801028, -122.43836)"
"37.7102166907,-122.439572327",94112,"(37.720931, -122.44241)"
"37.7707590889,-122.421732512",94103,"(37.772329, -122.41087)"
"37.7815744449,-122.396062369",94105,"(37.789228, -122.3957)"
"37.7164802086,-122.480719798",94132,"(37.724231, -122.47958)"
"37.7841915049,-122.476979415",94118,"(37.782029, -122.46158)"
"37.7994674857,-122.435144763",94123,"(37.801028, -122.43836)"
"37.734200227,-122.433393962",94131,"(37.741797, -122.4378)"
"37.7199976021,-122.40207998",94134,"(37.719581, -122.41085)"
"37.7279478442,-122.432029049",94112,"(37.720931, -122.44241)"
"37.7649682779,-122.408543596",94103,"(37.772329, -122.41087)"
"37.7460734939,-122.391398955",94124,"(37.732797, -122.39348)"
"37.743444272,-122.487609319",94116,"(37.743381, -122.48578)"
"37.7452784717,-122.422289315",94110,"(37.74873, -122.41545)"
"37.7203992902,-122.481353356",94132,"(37.724231, -122.47958)"
"37.7189426955,-122.429461979",94112,"(37.720931, -122.44241)"
"37.8052450191,-122.417067685",94133,"(37.801878, -122.41018)"
"37.7768495726,-122.421351246",94102,"(37.779329, -122.41915)"
"37.7621096205,-122.437249687",94114,"(37.758434, -122.43512)"
"37.7741902672,-122.489678553",94121,"(37.778729, -122.49265)"
"37.7449112841,-122.409666149",94110,"(37.74873, -122.41545)"
"37.7988800263,-122.398699116",94111,"(37.798228, -122.40027)"
"37.7900426051,-122.432387723",94115,"(37.786129, -122.43736)"
"37.7745154922,-122.483804567",94121,"(37.778729, -122.49265)"
"37.7496244997,-122.462027484",94143,"(37.76313, -122.458582)"
"37.7249413955,-122.467863516",94132,"(37.724231, -122.47958)"
"37.7522242889,-122.438658356",94114,"(37.758434, -122.43512)"
"37.7812873393,-122.422188836",94102,"(37.779329, -122.41915)"
"37.7369645875,-122.411620289",94110,"(37.74873, -122.41545)"
"37.7926791171,-122.3968535",94105,"(37.789228, -122.3957)"
"37.721838816,-122.458183463",94112,"(37.720931, -122.44241)"
"37.7317919514,-122.481761526",94132,"(37.724231, -122.47958)"
"37.7774936776,-122.416293821",94102,"(37.779329, -122.41915)"
"37.7793475945,-122.500801745",94121,"(37.778729, -122.49265)"
"37.7958774156,-122.407382746",94108,"(37.792678, -122.40793)"
"37.7518623359,-122.400456299",94110,"(37.74873, -122.41545)"
"37.7738617772,-122.413045972",94103,"(37.772329, -122.41087)"
"37.7758927477,-122.409999002",94103,"(37.772329, -122.41087)"
"37.7417333044,-122.412888166",94110,"(37.74873, -122.41545)"
"37.7794027954,-122.509330916",94121,"(37.778729, -122.49265)"
"37.7531041608,-122.502191578",94122,"(37.75838, -122.48478)"
"37.7454410793,-122.458898798",94127,"(37.734964, -122.4597)"
"37.733941642,-122.45934502",94127,"(37.734964, -122.4597)"
"37.7329932055,-122.431955738",94131,"(37.741797, -122.4378)"
"37.7993922855,-122.415646157",94133,"(37.801878, -122.41018)"
"37.7739979539,-122.408116733",94103,"(37.772329, -122.41087)"
"37.7562182658,-122.44100166",94114,"(37.758434, -122.43512)"
"37.7945486844,-122.414806679",94108,"(37.792678, -122.40793)"
"37.7583650668,-122.423488307",94114,"(37.758434, -122.43512)"
"37.7847717097,-122.422954268",94102,"(37.779329, -122.41915)"
"37.7751156104,-122.448039349",94117,"(37.770937, -122.44276)"
"37.7327872071,-122.424349442",94131,"(37.741797, -122.4378)"
"37.7765047003,-122.444806684",94117,"(37.770937, -122.44276)"
"37.7560665171,-122.498164207",94122,"(37.75838, -122.48478)"
"37.7398880263,-122.38876822",94124,"(37.732797, -122.39348)"
"37.7898713392,-122.440808278",94115,"(37.786129, -122.43736)"
"37.760343927,-122.431632919",94114,"(37.758434, -122.43512)"
"37.7884164529,-122.429538847",94115,"(37.786129, -122.43736)"
"37.7739092438,-122.442593364",94117,"(37.770937, -122.44276)"
"37.7575582864,-122.506870057",94122,"(37.75838, -122.48478)"
"37.7754987322,-122.44928981",94117,"(37.770937, -122.44276)"
"37.7392138272,-122.47919547",94116,"(37.743381, -122.48578)"
"37.7998412229,-122.436049204",94123,"(37.801028, -122.43836)"
"37.74448381,-122.427879325",94131,"(37.741797, -122.4378)"
"37.7460769866,-122.418161086",94110,"(37.74873, -122.41545)"
"37.7226936689,-122.453035428",94112,"(37.720931, -122.44241)"
"37.7935926195,-122.398899362",94104,"(37.791728, -122.4019)"
"37.7655068887,-122.473488661",94122,"(37.75838, -122.48478)"
"37.7636059881,-122.459907114",94143,"(37.76313, -122.458582)"
"37.7531045662,-122.480623411",94122,"(37.75838, -122.48478)"
"37.7989237332,-122.402258143",94111,"(37.798228, -122.40027)"
"37.7280996603,-122.390548003",94124,"(37.732797, -122.39348)"
"37.7169767047,-122.45189321",94112,"(37.720931, -122.44241)"
"37.7277019407,-122.418390733",94134,"(37.719581, -122.41085)"
"37.801536382,-122.439707662",94123,"(37.801028, -122.43836)"
"37.7568862859,-122.434621852",94114,"(37.758434, -122.43512)"
"37.7227847395,-122.43083274",94112,"(37.720931, -122.44241)"
"37.7864856978,-122.411354159",94108,"(37.792678, -122.40793)"
"37.7788663497,-122.489953332",94121,"(37.778729, -122.49265)"
"37.758561368,-122.463227245",94143,"(37.76313, -122.458582)"
"37.7149660621,-122.403205181",94134,"(37.719581, -122.41085)"
"37.7511731433,-122.410367729",94110,"(37.74873, -122.41545)"
"37.7758599616,-122.40284908",94103,"(37.772329, -122.41087)"
"37.7088161355,-122.418829737",94134,"(37.719581, -122.41085)"
"37.796021778,-122.425087088",94109,"(37.792778, -122.42188)"
"37.7372366797,-122.501143602",94116,"(37.743381, -122.48578)"
"37.7619974241,-122.406185128",94107,"(37.766529, -122.39577)"
"37.7764436831,-122.409774801",94103,"(37.772329, -122.41087)"
"37.7279249997,-122.436317944",94112,"(37.720931, -122.44241)"
"37.7206794284,-122.435141514",94112,"(37.720931, -122.44241)"
"37.7142285365,-122.465757151",94132,"(37.724231, -122.47958)"
"37.7644297714,-122.449751653",94143,"(37.76313, -122.458582)"
"37.7097139616,-122.423915089",94134,"(37.719581, -122.41085)"
"37.7204106185,-122.406079771",94134,"(37.719581, -122.41085)"
"37.7431606301,-122.42891311",94131,"(37.741797, -122.4378)"
"37.7691773723,-122.398447394",94107,"(37.766529, -122.39577)"
"37.7854370373,-122.423864781",94102,"(37.779329, -122.41915)"
"37.7198209876,-122.43361309",94112,"(37.720931, -122.44241)"
"37.7865110077,-122.401594635",94104,"(37.791728, -122.4019)"
"37.7792318711,-122.460932249",94118,"(37.782029, -122.46158)"
"37.775436864,-122.461203363",94118,"(37.782029, -122.46158)"
"37.7392766444,-122.418172177",94110,"(37.74873, -122.41545)"
"37.7161694708,-122.450378172",94112,"(37.720931, -122.44241)"
"37.7126651187,-122.440318771",94112,"(37.720931, -122.44241)"
"37.7492508332,-122.503545124",94116,"(37.743381, -122.48578)"
"37.7425218928,-122.404308773",94110,"(37.74873, -122.41545)"
"37.7517188781,-122.39248574",94107,"(37.766529, -122.39577)"
"37.7250675459,-122.387711037",94124,"(37.732797, -122.39348)"
"37.7160402232,-122.398602528",94134,"(37.719581, -122.41085)"
"37.7827269785,-122.452388669",94118,"(37.782029, -122.46158)"
"37.7126758141,-122.4155872",94134,"(37.719581, -122.41085)"
"37.7659494991,-122.440437451",94117,"(37.770937, -122.44276)"
"37.7691691837,-122.42682363",94102,"(37.779329, -122.41915)"
"37.8022880878,-122.403907454",94133,"(37.801878, -122.41018)"
"37.7183893729,-122.390914732",94124,"(37.732797, -122.39348)"
"37.7296971009,-122.406114628",94124,"(37.732797, -122.39348)"
"37.7592955836,-122.490272404",94122,"(37.75838, -122.48478)"
"37.8057108072,-122.437822044",94123,"(37.801028, -122.43836)"
"37.7250506485,-122.403088796",94134,"(37.719581, -122.41085)"
"37.7354085003,-122.458749315",94127,"(37.734964, -122.4597)"
"37.7867582392,-122.388403726",94105,"(37.789228, -122.3957)"
"37.7634292329,-122.419515708",94103,"(37.772329, -122.41087)"
"37.7903508767,-122.40771134",94108,"(37.792678, -122.40793)"
"37.7570361132,-122.418904205",94110,"(37.74873, -122.41545)"
"37.7254059855,-122.458071192",94127,"(37.734964, -122.4597)"
"37.7461167663,-122.490950526",94116,"(37.743381, -122.48578)"
"37.7228936731,-122.403881909",94134,"(37.719581, -122.41085)"
"37.8060749226,-122.44000281",94123,"(37.801028, -122.43836)"
"37.7244546345,-122.423966038",94134,"(37.719581, -122.41085)"
"37.7510387027,-122.41258081",94110,"(37.74873, -122.41545)"
"37.7906201758,-122.413117805",94108,"(37.792678, -122.40793)"
"37.7567176052,-122.44173099",94114,"(37.758434, -122.43512)"
"37.7865142797,-122.469523176",94118,"(37.782029, -122.46158)"
"37.7678262567,-122.396656162",94107,"(37.766529, -122.39577)"
"37.7861484643,-122.403322381",94104,"(37.791728, -122.4019)"
"37.7638925156,-122.406297188",94107,"(37.766529, -122.39577)"
"37.7372350904,-122.379308975",94124,"(37.732797, -122.39348)"
"37.7305967255,-122.41343444",94134,"(37.719581, -122.41085)"
"37.7649436472,-122.490666723",94122,"(37.75838, -122.48478)"
"37.7294505411,-122.383774149",94124,"(37.732797, -122.39348)"
"37.7290199104,-122.415658435",94134,"(37.719581, -122.41085)"
"37.7640220367,-122.392824361",94107,"(37.766529, -122.39577)"
"37.7624364423,-122.43689508",94114,"(37.758434, -122.43512)"
"37.7507466665,-122.39042811",94107,"(37.766529, -122.39577)"
"37.7241174518,-122.407078051",94134,"(37.719581, -122.41085)"
"37.7684403182,-122.426904863",94114,"(37.758434, -122.43512)"
"37.7111410549,-122.399313058",94134,"(37.719581, -122.41085)"
"37.801954059,-122.440715282",94123,"(37.801028, -122.43836)"
"37.7360231423,-122.461686823",94127,"(37.734964, -122.4597)"
"37.7949440305,-122.429171629",94109,"(37.792778, -122.42188)"
"37.7814248717,-122.441695637",94115,"(37.786129, -122.43736)"
"37.7462703851,-122.408069377",94110,"(37.74873, -122.41545)"
"37.7862961905,-122.408496298",94108,"(37.792678, -122.40793)"
"37.7230856185,-122.443273057",94112,"(37.720931, -122.44241)"
"37.7726384794,-122.421442464",94102,"(37.779329, -122.41915)"
"37.7092139342,-122.429977849",94112,"(37.720931, -122.44241)"
"37.7175263464,-122.391600029",94124,"(37.732797, -122.39348)"
"37.8010318212,-122.407383979",94133,"(37.801878, -122.41018)"
"37.8057721324,-122.423683349",94133,"(37.801878, -122.41018)"
"37.7290032445,-122.389649147",94124,"(37.732797, -122.39348)"
"37.7644250297,-122.397604867",94107,"(37.766529, -122.39577)"
"37.7855862858,-122.467760977",94118,"(37.782029, -122.46158)"
"37.7381357221,-122.433950364",94131,"(37.741797, -122.4378)"
"37.7096619516,-122.455140366",94112,"(37.720931, -122.44241)"
"37.7407894218,-122.422916737",94110,"(37.74873, -122.41545)"
"37.7843496645,-122.47591794",94118,"(37.782029, -122.46158)"
"37.7596265099,-122.482770755",94122,"(37.75838, -122.48478)"
"37.7541546298,-122.499105252",94122,"(37.75838, -122.48478)"
"37.7753907125,-122.503214127",94121,"(37.778729, -122.49265)"
"37.7441927509,-122.444685482",94131,"(37.741797, -122.4378)"
"37.7257545753,-122.413830241",94134,"(37.719581, -122.41085)"
"37.7169521307,-122.4423812",94112,"(37.720931, -122.44241)"
"37.7558301716,-122.442138818",94114,"(37.758434, -122.43512)"
"37.7735532798,-122.503607994",94121,"(37.778729, -122.49265)"
"37.7488499002,-122.421287378",94110,"(37.74873, -122.41545)"
"37.7590905171,-122.440454151",94114,"(37.758434, -122.43512)"
"37.7500817935,-122.440604751",94131,"(37.741797, -122.4378)"
"37.7854873412,-122.399988521",94105,"(37.789228, -122.3957)"
"37.741844679,-122.409717829",94110,"(37.74873, -122.41545)"
"37.7804126251,-122.504177713",94121,"(37.778729, -122.49265)"
